1
10000 100000
8279 9438 4547
5472 8400 967
1932 5015 2146
4865 9756 1182
2039 143 4178
7356 5796 6804
9243 4419 5296
4735 9590 4857
1711 5560 6617
7326 7223 8655
4599 5502 9676
9145 975 8076
1694 4488 3091
3840 9352 2848
6603 2973 4572
2364 329 368
9167 9572 6369
6045 5889 5959
903 9181 3101
9101 6508 324
9339 1107 7407
9015 1835 8381
8673 3528 4451
1764 8949 5385
6193 7135 9939
766 9498 269
1133 248 1423
7501 6292 7311
5042 8776 8075
9724 9460 4583
1630 8799 7271
9037 9396 688
7418 8069 5798
3452 1415 4747
419 7608 3464
359 9955 4544
627 1088 4791
3631 172 2666
2524 6795 1442
599 6520 902
6763 8149 1283
5617 7186 679
6304 6187 330
2102 1221 1745
8431 1639 935
3477 1997 890
8021 4205 3559
2812 7835 3730
5477 1942 526
8501 2540 8627
9402 9303 6776
2268 4920 5545
2946 2806 1732
4858 4908 2952
8184 4921 4590
9118 8397 8169
1590 6418 3956
5148 813 1792
461 7871 5315
986 6372 7854
1195 7357 7157
7970 9624 3659
3515 4152 6465
6828 9009 2955
1362 7193 7875
5952 7893 7854
5703 9482 5855
9658 4631 8249
3032 5091 6120
8346 7658 4075
6201 8852 3014
4940 8404 4220
182 3502 8371
6646 330 8963
1183 3274 7738
640 808 5632
8493 6510 6696
5930 6168 2909
4179 783 7999
1882 9128 7239
7538 6911 7673
552 3434 6078
6353 3615 1162
6306 1843 3073
5269 4607 6346
4590 5246 7153
1804 5321 3663
8499 1252 1414
1409 7012 3778
990 8893 2906
9811 8013 1400
7484 147 6415
5144 6499 1612
7887 2806 3454
961 9656 9642
8888 4246 4888
6042 7631 1791
1287 7713 3042
4282 704 1637
8059 1693 2112
2548 3086 126
5529 2153 272
1944 8878 8353
3555 6766 1159
8590 9308 2397
8232 8196 8225
4702 4238 5856
6492 7107 3569
1117 1389 4272
2753 1031 7547
4864 3578 2215
6571 9106 4367
6843 2632 3246
5196 6186 1594
7936 6358 902
333 6172 9097
8557 874 4918
5996 8947 2025
9564 64 4995
5419 4398 6025
4548 845 9602
8344 7415 291
2712 4258 2922
7539 1036 690
9132 8971 8629
1616 887 4801
713 9443 7256
5630 5439 7786
9236 6586 9431
4232 3587 3830
257 9716 4674
1442 8060 3671
3314 2354 7929
7818 1475 547
8507 2189 9518
7137 3804 405
3520 4517 1430
2359 1729 8451
145 2548 5037
9575 6779 206
4987 8617 1504
1243 1641 1146
4914 4955 3500
2843 2773 6556
3389 2862 8745
4489 1581 2549
6475 6683 8647
7905 9041 1959
6356 9185 4506
2975 343 2867
4762 5330 3066
6265 6572 6289
7410 1486 2826
2492 5910 5598
631 882 42
9375 6952 1623
3506 3428 9887
3736 2915 8928
5694 853 9695
1782 3827 38
6230 171 6949
878 8017 5104
7166 7009 8171
9991 1084 4082
7171 1714 6545
7213 2671 3497
418 6176 6924
305 1494 9838
815 8769 2273
510 551 6099
2129 8362 7851
661 9240 5868
5764 6406 2878
3935 6398 5543
9598 3569 7256
6143 2364 9926
9640 4363 7684
8146 4667 9178
9567 7063 7947
1840 9154 81
9521 2866 25
7372 3526 9264
4823 872 5671
9282 6388 3651
4825 5987 8801
2081 3712 2748
2007 3352 7110
1273 3081 3360
2033 2648 423
9980 4487 1160
1643 4008 4025
1667 1381 7550
2514 6203 8421
9766 5485 6391
3417 1892 3960
3800 3972 7672
6547 7560 2606
5240 8832 5686
8599 866 8333
604 2428 2821
1763 5652 6828
5787 8900 9790
4919 1414 7575
4922 1180 3060
1314 6178 6533
5273 9978 505
2945 8107 8064
7133 3347 8479
2819 3528 927
1153 5714 4936
5555 9058 588
2383 6428 1070
2174 1347 2484
9748 6269 3663
4391 9164 9841
924 6019 1402
3011 547 9508
2657 7679 4438
2718 498 9547
3644 3232 6843
162 8786 5902
2331 1170 2330
3401 4925 5258
5884 6255 1527
1129 2228 2273
2552 4734 8292
3953 7744 8838
5044 1983 6517
9481 4701 8596
611 9926 1829
7454 89 615
3356 4001 1784
5685 7401 8290
943 4867 4546
4052 5996 8355
7906 8547 3089
6198 2501 2415
6618 9126 4398
3135 8607 681
1732 9217 607
3560 6671 2277
4174 1609 6278
7540 8875 5261
5830 1401 129
1958 7034 7706
314 4940 6253
4984 2721 336
7399 9338 1044
1797 2474 9650
4059 5787 451
4665 929 8703
6942 6684 313
4802 4224 770
63 1637 2170
1773 3594 9203
9478 5489 5726
7314 474 8446
9231 7872 7784
276 1251 1840
1508 5309 9208
1958 1556 137
2244 80 6821
4138 4881 2627
4907 6526 4263
8659 8298 9439
7862 9359 6510
5170 8255 6983
3616 7486 6437
1401 9343 7687
4822 2434 4578
4031 4391 6134
4167 8216 6213
2570 2354 2677
5197 8843 9202
1042 7502 9082
2063 6946 24
8573 2117 8278
5556 5732 7347
1994 8714 8272
1263 3537 706
5841 9149 6679
3557 3316 4895
1352 7468 8831
4028 2665 7674
4812 5288 5176
5477 7351 2122
7082 5924 5820
6943 3062 1553
5872 5055 1849
4144 7900 6967
6432 5323 6116
3111 8879 1015
9587 1813 8482
1 5841 2729
7674 2235 8016
4432 9293 6949
8136 6376 2873
3956 3319 5935
7090 9190 2572
522 4916 472
7488 1348 7376
5187 6040 7837
6201 5628 9650
6265 5628 5491
8993 4885 9307
8591 899 8601
5541 9034 4977
8413 4573 9877
5930 3245 9067
85 3766 3983
2138 2837 5331
9514 8023 1371
7351 5806 8580
7001 2071 5791
4074 1064 676
3382 9654 3156
1983 5195 3773
8541 5191 8345
8418 2703 3172
7485 2787 8520
3050 6507 1357
9962 6021 962
2916 4954 6767
1496 3538 8837
8868 7611 1483
1126 2575 2719
4282 4557 9496
8054 4680 6269
7981 3098 8971
1153 2165 3341
1255 5215 9847
4193 6759 7450
5154 9674 3986
3503 2753 7523
3922 3203 5135
5404 4329 7709
8123 8610 3849
7619 8246 8528
5470 6227 3209
4441 8961 5373
9363 217 2170
793 4409 8929
9824 1146 186
3811 4648 4520
1334 8570 7723
8050 3974 2052
7342 3679 2244
2773 2880 490
2883 8349 8298
6091 4373 7259
3047 3736 9057
6798 4529 3467
7309 4353 4612
7495 9745 842
2015 2662 9411
1320 2294 4968
3371 9635 8646
5614 3990 3109
7685 8455 1458
5983 6128 5830
3243 9174 9566
3882 7555 5677
7348 4864 1612
3542 2359 1358
4384 5956 4019
5377 7275 6312
345 2229 7530
574 9424 3102
3682 7110 1557
5139 3093 7685
2552 7917 8441
3700 1800 5996
9376 730 861
2570 5854 4801
3927 1820 2339
9527 7196 1197
7422 9123 3425
6534 9696 4431
9635 3378 1541
2775 99 6216
460 2650 5715
8900 6349 9096
6479 7307 1409
8921 9877 7262
3722 5386 9081
7643 6496 7859
8839 3918 6982
3846 452 6678
8276 1669 1638
1400 4443 1737
7615 4902 5968
4912 5385 3900
4009 3446 2789
5417 2367 4248
4261 6088 9634
3342 5313 6130
2783 4152 1630
9765 9579 2081
8025 7856 5331
1246 838 9774
4564 8452 6258
532 3364 3225
6013 8954 6670
8802 4371 9036
4632 8631 6707
4266 3555 2020
1978 7920 7754
3607 7685 7333
7269 7292 6771
2601 8537 7608
3957 3101 7642
1797 5215 2589
5022 2810 1543
1692 3194 7496
2311 7826 7709
9017 2092 1265
2619 5652 9184
373 9258 8451
7706 8110 7325
4477 2293 5863
3668 7831 546
1310 9627 7342
3898 4649 153
5441 7923 3346
4519 234 1172
2228 833 4846
3492 3451 498
4258 3824 1338
4291 1530 1030
1617 7588 3322
9061 1256 1153
1189 4148 781
8531 8045 7011
8683 5068 4934
3611 9586 5167
4783 1815 5999
1211 6888 1033
3290 2729 4856
4627 7019 7967
7239 218 5555
561 9278 8393
3296 468 4123
5658 581 3750
2669 846 8818
9185 4456 9986
5934 821 3383
3516 2031 272
4548 5320 3000
9403 1530 1601
7370 8768 3401
4507 911 2679
4482 5788 4728
8604 3028 6890
2355 5697 7735
2755 6464 2192
4323 2398 3012
7706 5913 6625
7977 461 3527
2559 9863 6638
5741 8815 6988
9141 4905 7899
3403 969 5269
9712 1156 8297
6603 5092 5576
4338 7846 2040
8111 2169 4437
2706 9874 351
9330 9433 2393
4439 3574 3839
1078 898 2654
8065 39 9140
7546 5023 110
2816 4736 1265
2695 2921 6356
8270 7258 5784
1892 6952 7952
7910 9657 9409
9842 8987 425
2236 3426 5581
6074 6085 6478
310 5733 8098
9450 3279 4704
1142 7676 9439
2406 371 3942
8761 223 2782
4545 2114 9733
4079 25 9390
5070 9866 9959
7077 3684 4968
2658 9757 1053
718 1650 6785
8815 1100 1647
5101 2241 905
6122 6228 2858
64 6571 3080
2846 2698 6776
4161 6776 8382
3552 3429 9830
5093 506 3515
61 4745 4854
2696 7044 6503
1063 7441 9184
2709 2543 3007
5196 8664 9234
8053 8728 5805
1133 3156 8502
9490 7316 6861
7872 2450 290
9285 7543 2377
2800 7603 8703
9235 299 5747
5739 1362 3188
6505 5652 5730
9512 848 4395
8746 8900 4705
4552 1616 7860
4636 1106 6758
1497 561 9208
3368 1428 6751
7326 4227 4354
6029 5044 6235
3358 783 9178
8128 7288 4830
3858 6800 7260
9834 7128 7742
6121 1680 9357
3981 7898 2046
740 9394 4188
1530 4345 5615
8280 1671 1424
2634 9282 6467
451 4222 8832
9628 2350 6120
4459 7790 4502
3301 9206 1630
1043 5328 4892
1983 891 4372
4028 3212 3766
9797 4741 9692
5412 3021 2946
8417 7237 2228
4884 7687 8031
3716 7316 382
1418 3357 9753
7501 6657 8959
714 7699 4287
7187 9681 5178
1559 5291 8389
6906 5088 4713
6599 2082 7733
9544 2081 4970
3354 6965 2658
1385 2263 1556
3348 3681 4912
3101 2764 1569
2061 3477 850
7929 664 532
4689 2222 7404
4661 9128 4075
9373 5727 7738
7106 6853 9819
3659 207 6784
7898 3173 629
9453 6521 4309
4365 9621 8655
5933 3264 2132
6782 2776 2796
8895 7464 5017
7882 3707 5727
1957 3080 3036
9694 1769 9888
9513 7009 95
7879 4907 3268
8508 4360 1371
4399 307 2574
3054 6239 7420
6768 4603 196
9563 5081 9241
6162 2963 2949
3472 4919 7610
6507 6195 961
6396 7291 7969
8072 5170 2876
2922 5260 8817
4292 9659 9123
8448 4295 6944
5868 1063 1548
6063 2208 8210
6886 8370 1173
9834 1842 7673
9027 9930 5450
9987 6326 2741
7957 5981 9493
2415 8902 4753
1233 4777 5994
1938 3225 1872
8882 675 4516
2012 8319 6724
222 5205 6676
2976 6622 100
2231 5649 30
9262 7218 7938
2004 5175 3919
3079 9172 4403
9413 405 762
6990 2342 5568
8861 2806 6242
4959 4817 4561
1683 6620 9766
8358 9595 6388
40 3408 3619
70 2671 837
8007 6256 7594
1926 9334 6766
7910 8747 7170
8672 7319 1094
4240 6180 3900
483 2722 299
6625 4404 6919
6391 4345 6514
4361 4384 1505
7979 4453 4175
399 4042 431
7992 7549 1347
4758 5460 94
3510 4132 8995
6185 9953 6757
1667 436 9478
1966 8643 3883
8884 5034 9809
6980 978 4193
8484 539 229
2659 937 5852
3089 511 3402
6017 6850 8861
6111 360 4575
6688 8127 4528
3445 9793 6546
2924 1759 5189
6806 2225 1805
8197 9205 2782
2390 7689 3321
4200 349 5839
53 5019 6350
3454 2619 3200
3897 8729 5142
8471 5417 4851
4581 444 4644
2709 3367 7985
7897 173 210
1285 9951 997
4066 2342 8686
8968 8123 617
6390 8175 7217
2740 3211 9835
7521 8689 147
4245 8742 7145
678 3324 7589
5322 6032 2538
4889 5512 2711
6680 6796 2662
7677 2444 6585
7945 2995 6291
144 9384 4466
8942 3706 9259
361 2809 7948
507 7054 6691
9234 7731 1597
8405 4635 9210
943 1106 4722
5235 7786 3100
9479 7045 7126
7646 6572 121
3937 8297 1087
9985 7239 4792
827 9181 7600
8774 1271 6236
7047 505 5550
226 492 185
9436 1434 2873
5740 8251 659
423 9312 9285
7548 6958 7439
9250 896 7318
337 2463 4557
6710 3289 5321
5892 3645 6591
2129 2275 7095
7678 2500 9168
9444 1936 2184
2317 9258 435
4557 9680 9746
5424 7228 8287
2863 8060 9182
1763 9978 3227
7902 6688 6515
3223 4162 1742
9813 6290 4016
6908 5550 8098
7658 4995 34
9841 7311 9291
277 1869 554
1605 7292 7781
9891 1738 7423
656 3500 7401
3882 1402 5671
1979 4624 9833
5303 4437 7705
9318 2927 3256
7416 585 9832
9032 427 7143
9905 2285 594
460 3889 9468
9822 5363 1206
7246 6018 6287
6229 1483 9271
3483 5043 5477
4898 346 9914
2603 1247 4423
7440 8662 6590
7272 9276 8598
5998 765 883
6591 2806 6353
6059 2628 3298
8846 1456 9316
5134 9267 2381
4405 2750 7423
9881 7647 9351
1378 1832 598
7383 855 842
3973 8126 119
2571 5706 2465
5035 2298 5270
2970 8356 7897
6268 8785 936
7166 3919 203
9546 9905 4534
8551 1369 3763
7902 4329 7176
8499 3294 8030
9341 7266 7739
1042 1419 3445
3506 8035 5742
358 1005 5681
9836 8854 6048
772 6020 9966
2556 7148 1454
8671 5700 4404
2434 5184 315
9610 3684 3608
9222 4607 2456
6961 7230 5456
1989 2318 3491
7730 2675 6078
4993 2511 4932
1041 4865 953
2589 9002 8100
5624 7674 5382
1611 1690 567
1925 2882 5832
7115 2105 2021
9570 648 9250
5027 2636 3150
8517 1949 5824
6177 8523 9916
1110 1147 4781
2062 3735 5366
1744 942 3040
7126 2552 6311
9274 6058 9193
5106 3173 2880
7126 4326 3527
7958 9352 6163
1108 9451 9693
6931 5629 8216
8429 6738 9362
4793 382 4680
159 3707 7203
4780 2415 9754
1091 1689 7394
284 8376 568
3163 5502 4893
8272 3460 5827
6017 4567 5278
5710 3080 2489
5508 3092 809
4871 7884 2772
1133 8042 6479
8335 4404 476
9671 5494 2165
7065 7360 541
9214 523 7625
5689 8794 2667
1516 6393 8816
8376 2103 1896
2447 7611 4987
3256 4064 4453
6027 6778 4077
4088 5113 8480
4564 6366 3975
8310 3431 1335
433 4228 3439
8057 9916 3816
2307 3015 209
1123 2973 3894
4600 5419 3087
9587 257 7150
5622 7866 5510
9699 3536 2205
8179 8099 8570
2154 7991 3583
5070 8424 7810
8509 8063 9309
3907 370 2324
4115 1492 6878
9590 6092 2297
2677 7261 4136
1409 2883 2002
6918 2582 5537
9122 2344 5219
9274 6079 4792
2858 1150 3216
2250 1241 2862
1559 5147 3231
5464 844 6305
2342 435 3979
6221 4693 1240
357 6102 5704
3940 3020 9868
1059 3725 2212
6277 4581 8290
2652 7438 9439
5867 1271 2262
8728 4411 8990
3542 9875 1417
9846 3799 1851
3825 1602 6543
6646 3540 4227
2350 7479 8829
3800 8538 2554
6011 6397 7134
4302 9048 6155
5323 6498 9007
9167 6808 3418
8157 1932 4875
9573 3360 257
3006 8766 1858
1132 5412 5398
5358 9344 4459
4187 3144 4579
8322 738 2559
7039 5039 1607
4776 1944 9686
3783 1111 6495
8782 851 9
5240 424 3369
5496 5012 2135
8935 6143 7547
5915 3083 8473
375 7270 1617
4953 7174 2354
7511 4213 8974
701 8988 2501
387 4353 5193
8463 4718 6043
8472 9957 8049
3423 5453 3061
5557 5970 786
4686 1886 3868
3159 2260 2720
6358 8794 9894
294 6306 5689
851 8588 6260
4933 557 613
126 9020 5330
7751 9074 6869
7382 4079 3904
2025 9635 9874
2810 4322 1760
8259 9062 4019
980 7002 4395
874 8878 701
6562 9728 9288
4404 4661 9845
5017 6368 448
1929 5701 1104
8798 3083 5182
2702 5107 6399
4158 9498 2303
5917 7758 1366
1518 8737 9949
5913 1193 8827
8195 9336 8555
9066 3741 4798
8911 340 2749
941 2268 8449
3626 2648 1533
390 6932 8221
6788 1090 7720
9091 8589 5478
2039 1689 5797
1988 7601 6989
816 7379 7907
953 6445 3230
7333 6938 3569
82 7878 7419
113 3086 1649
3227 3475 163
1449 1845 1253
9168 936 1424
6228 4556 3112
2025 6544 2296
596 8941 9674
8502 1476 6119
3315 391 3057
6883 2054 2517
5884 2167 7184
7533 5393 659
7695 6841 2503
530 7591 5021
1953 3819 1159
6647 7425 9284
8942 8020 8225
8616 8105 1284
6317 1420 1674
956 9884 3728
3472 5769 7476
656 3302 2869
2896 2579 1293
6980 3109 466
3583 6643 4285
4742 3290 3292
4026 3814 1313
3834 4012 1000
6699 329 2419
8372 1284 2303
3682 6337 9653
1158 6992 2955
5609 1470 5534
8483 8450 225
8948 3615 6867
4815 8356 158
8107 3965 3971
1002 9380 7983
2001 6079 9893
6001 6033 1178
9885 1298 9096
9539 4037 7671
2494 9645 9140
9609 9710 9172
9833 8659 2788
6701 5056 2726
8440 3163 8272
3993 5746 7652
3558 7746 5313
3452 5329 2929
6211 5215 4226
5307 4754 9844
2978 8829 1073
3701 22 783
2873 9854 9441
7242 8137 4498
9968 8159 9242
9822 2153 4989
9057 5710 4317
4370 744 1229
8880 6954 6443
4688 3844 2779
4533 6821 3190
5605 522 3211
6387 4977 4648
7411 2219 2785
3491 3769 945
4315 3592 4679
886 2649 389
6785 7018 2715
8013 7481 9668
4456 2169 5094
8816 8283 1916
2006 5470 4019
5217 3440 578
1447 851 2797
5813 5923 6565
8339 238 157
3018 2706 2805
4989 9490 1406
7703 7503 469
8953 3541 4219
4048 2357 2503
7545 4362 7972
3146 1161 2994
3724 2607 3844
8102 8420 1349
4667 6759 3169
6406 9777 5874
793 6348 6946
3780 4051 4449
4248 3004 7989
8467 7051 1928
2552 4596 6289
2106 7742 7450
5100 3048 1639
526 1150 59
1875 5816 8400
5043 3804 9759
2499 4597 6107
9444 8376 158
5475 4207 4743
5046 2674 1795
6973 6807 7972
3262 8912 7296
2294 4012 344
3933 4538 1493
5573 6412 8891
3973 3037 2695
3732 7117 8873
9838 8143 8832
1578 3618 3039
6321 8663 7294
9697 7218 4101
7669 480 4595
6548 4356 8607
6891 8288 3145
9966 5443 1139
8857 9416 4175
3134 3148 2874
3590 4569 1017
2422 6146 4634
7042 4049 4879
5918 3746 2097
1601 2998 4158
6195 9545 8513
4802 8018 8383
9528 7984 3827
667 8423 3243
6423 1558 7972
9296 5147 4123
313 9150 1852
4946 7774 5900
1407 3692 1229
3503 6874 4226
9243 3069 5353
7756 9453 3371
6140 8981 2938
1549 9648 1361
6373 6071 4500
4345 5368 9646
51 5680 379
1902 2209 8152
9383 5197 3426
612 8700 300
6419 7943 4951
3354 7281 4404
6725 5003 3385
1245 6551 3033
2605 2924 687
7105 8851 6054
8333 8901 3316
295 2385 7106
29 1768 2304
3455 3962 2586
5336 381 2111
287 3735 974
4690 2042 5977
8075 4868 2528
2690 9054 7034
4958 7741 5885
2594 7657 6368
5910 7951 8752
4598 7979 2102
8483 3016 7645
1069 8352 8026
4761 8638 3343
5735 4911 6966
3294 2986 3416
5821 7257 2470
4437 2216 212
322 4809 7868
8271 2301 5819
8605 8481 5380
2290 6964 8396
9934 9615 8330
9542 4376 6968
4467 1693 1879
1433 4986 6446
6430 2390 5286
8900 6826 9083
9111 8730 3892
6979 7001 7775
4380 7189 6256
1342 9478 4802
9737 9412 4417
8067 8955 376
6618 3422 2068
79 6437 8636
6525 2867 1026
3393 1767 9433
2476 2460 8163
7949 1021 6747
5724 5400 3936
3562 6742 4996
8364 8061 5990
4363 7711 4945
4738 4329 9949
8388 5989 7968
8606 4096 2417
1214 7488 5766
647 9963 8225
393 7913 9246
7139 5219 6228
2657 8781 4552
9234 8727 2614
5224 4672 1907
1752 9410 7817
3283 9380 3806
1251 7986 7902
3667 9199 5390
9432 1428 6936
9240 1820 4849
69 541 1650
6296 4779 2013
849 4013 2322
5044 820 6994
6950 2571 6404
4767 7435 7366
155 8685 5352
8056 3934 6133
5029 4949 9142
1965 4189 963
8395 4257 3085
45 2135 7864
2058 4565 3459
4379 1191 5860
1373 9722 8430
9358 4489 5865
8306 4644 6132
5240 4282 1649
1373 9310 6597
2098 1275 2368
3060 9669 6624
6144 1297 341
5590 4936 4906
632 897 6096
6491 3852 5819
6504 4792 1890
3951 3099 8115
84 8338 2398
3314 1294 3290
9910 3391 6147
2278 6450 5816
484 4176 8694
824 1349 3630
5729 3562 6109
3408 53 9960
809 6556 4752
2698 2090 7850
2396 3755 6189
6375 7068 7482
9664 6978 2455
5811 9255 487
3210 1321 4662
3486 2144 7592
8698 9455 1154
4807 2863 2789
4767 5253 927
9518 9532 3016
8951 1928 6770
6722 9884 5420
5786 1132 2398
8240 8524 3235
8726 1734 4555
4970 6802 8281
2563 5500 7736
5298 307 2181
9668 5073 7433
596 6173 6965
3611 6706 476
1964 3428 1942
7383 9213 3073
1364 7453 1598
4598 7761 4913
736 2732 1715
9016 6876 7214
6752 3756 9102
8932 3425 5757
7947 4020 3513
6494 9212 219
8551 1176 3647
494 142 4442
3566 1505 3478
6745 7684 1239
1659 8419 5552
4955 7435 2428
3752 5769 7766
2854 6283 1191
194 5812 5210
3706 2307 6004
3924 2440 8762
9152 2933 8903
5177 8081 1990
237 6408 9673
1475 9648 8093
8609 4604 7110
2619 9937 4462
385 4373 2327
1575 4566 8139
8366 8271 2028
5953 3778 4467
4715 4512 8982
3618 1271 8645
5607 1507 5053
5280 4564 4702
4955 3173 888
3648 5791 825
9691 7758 5197
2018 915 1346
1739 864 9616
3766 6816 4976
9815 1531 1071
8797 5148 2341
7442 2337 5430
2495 9198 9993
8778 5736 4748
9665 9383 2121
2072 657 9878
7269 2674 794
8614 4413 1657
9812 9760 55
6371 9575 1585
7441 8372 8314
1364 7396 651
6793 9891 9848
8368 252 5584
3116 9917 6549
6819 1989 7205
8279 840 1462
655 1036 7456
3893 849 7216
3947 8801 8374
5531 6242 6746
3845 9187 5725
4495 5981 7198
5926 4349 7449
3092 9047 8948
1224 7448 2520
11 5727 3359
1472 6382 5977
510 275 8407
9308 4222 7208
7682 9752 3450
6010 3598 2637
1735 9674 200
8932 7182 6131
7964 275 6760
6912 1498 4208
9431 3090 9934
4373 4562 6316
350 6653 6591
8756 5961 2395
5964 5225 2147
996 2818 7326
5214 4552 8583
6996 5067 5765
3127 3031 6039
1469 9942 9118
5676 957 2209
7192 5329 8352
5091 5678 6587
3264 6016 2549
5658 1980 9355
7804 4557 2173
6713 1353 8307
5296 8348 3374
1061 3057 7986
8682 4525 9510
7800 1783 467
1591 558 5795
1525 5648 3055
8112 8911 9070
2243 4569 2632
1598 3955 7188
5353 668 8541
3660 7545 8471
7033 8606 1529
6601 7288 7635
6111 6670 9418
6578 9843 9975
3955 1368 7205
7010 9479 6116
6080 1722 2267
8712 4902 6221
7482 255 8471
7605 3914 6016
6077 2529 6204
7605 9129 3492
5240 1745 6240
3400 1588 7797
7355 4537 5002
4365 4017 1118
2027 7320 3384
2321 2222 1188
9803 2476 1241
7408 6389 7256
3485 500 3461
2672 9628 8534
9494 6451 279
5734 9850 3448
3532 8787 7985
116 3152 3584
1234 6761 904
6199 9081 3126
8968 8884 5601
209 7875 3573
7465 2942 5654
2508 5614 6865
1042 6690 3316
2903 2424 4748
7932 7537 5118
5917 7653 8269
1083 469 6612
1987 8249 5694
5112 7218 6160
2295 7426 4035
7449 6473 8559
3104 8980 5755
9968 1605 2445
4866 6089 4868
1196 4021 3988
6313 1521 1641
6165 2603 3691
2777 4589 1940
8470 1283 9157
6213 5160 8166
248 4191 4639
389 7294 5202
6143 8844 8388
8587 5292 4477
3456 6488 8497
9025 4383 18
2248 548 2621
5938 4907 8791
7877 4959 1657
8617 1172 6816
8365 1420 1007
3004 1808 9883
9787 9533 310
8175 8120 5602
2652 3158 3672
1150 2183 9636
2749 4430 1767
6951 368 6673
5743 9827 1632
8981 27 2804
7379 8391 5805
8385 2977 9194
9850 2765 8727
1743 2522 6848
7344 6756 6
2598 9487 2189
3816 2236 8200
5582 9187 151
2255 6512 1560
3887 5493 1586
8272 2872 1559
4077 2839 4535
3271 4272 8881
1999 6014 2986
429 4940 9741
2016 9119 9228
4204 2935 1464
3987 8517 2233
4137 772 327
7278 6240 5819
446 4512 273
2004 171 4694
8120 3442 548
7002 7022 6561
9987 9032 3083
1311 1048 2202
539 6834 6718
3584 821 5235
5817 6539 7589
6143 3817 3829
3545 4262 9923
5399 7847 94
93 5967 5117
640 2969 3721
8782 4538 2753
3447 5848 3801
5648 7968 2217
2367 1553 3037
9183 8951 1158
6772 6676 6556
2184 221 2400
3689 5620 247
3782 7294 6213
482 9516 765
4202 9880 6884
8537 3328 4315
3920 558 2283
6136 2924 5417
755 2108 4368
3494 462 2627
50 2645 2847
2449 6333 49
4277 1698 8925
490 3761 8441
2836 7962 9903
9720 8081 3231
5617 2001 3789
9481 9718 8294
4899 473 1984
849 3966 4028
3475 5597 6672
7904 9627 4588
7952 3904 7867
8459 5976 1628
6900 8811 1172
8386 114 9253
1617 7312 2836
6987 6794 2555
6864 1693 3027
8847 4123 8575
2875 9180 5754
1130 7084 5382
7299 6618 9285
5166 5078 6843
8375 3560 7237
9546 1946 7350
382 5145 4663
3218 2132 1457
5772 8995 4731
381 9425 436
538 3882 1198
6292 5011 9863
1674 3892 6482
2541 640 3142
9384 9014 8283
6621 144 230
5553 525 6956
1798 3742 670
4836 1096 1248
1149 1477 673
1585 2014 6136
2782 9887 2730
2646 1561 6621
710 5684 7261
5433 6650 7857
3716 4853 8000
5527 406 8525
2483 2204 3849
4735 7039 4945
5982 9770 8003
8236 1355 1599
4372 5718 1487
7101 9945 4629
3723 2237 313
2566 7669 8544
423 2968 3397
8423 8494 3803
8530 2560 7588
